"Fuel grade uranium, at regional storage","Fuel grade uranium, at regional storage",FALSE,64e4081e-3bbf-3576-ad3e-d760aa93c187,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,-3.04E-06,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gasoline, combusted in equipment","Gasoline, combusted in equipment",FALSE,bc38e349-1ccf-3855-a615-a4f581ab875b,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,-0.000000836,,,-0.000000684,-6.84E-07,,,,,,,,,,,,,,,,,,,,0.001,,,,,,-0.00000141,,,,,,,,,-3.44E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.84E-08,,,,,,,,,,,,,,,,
"heat from Natural gas, processed, for energy use, at plant","heat, from natural gas",FALSE,48302c54-8a69-4626-a0a2-51e2a20e0be9,FALSE,,REMADE,,,,,,,,,,,,,,,-41,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00351,-1,,,,,,,,,,,,
"Hydrogen, liquid, synthesis gas, at plant","Hydrogen, liquid, synthesis gas, at plant",FALSE,3a8cda88-d05e-3a52-82ff-e7aa2caefd0d,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00045,,,,,,,,,,,,,,,,,,,,
incineration (film),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landfill (brackets),bracket,FALSE,79024af3-4077-4a65-81c1-9650b1e01254,FALSE,,REMADE,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landfill (film),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,0.05,0.3635,1,1,,,,,,,,,,,,,,,,,,-1,,,,,0.05,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,,,,,,,,,,,,
"Lignite coal, at surface mine","Lignite coal, at surface mine",FALSE,90247271-0884-3a25-af40-be7abccb922c,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2121: Coal Mining,,,,,,,,,,,,,,,,,,,,,,,-0.78206,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lignite coal, combusted in industrial boiler","Lignite coal, combusted in industrial boiler",FALSE,eb6394c1-0d19-3be3-99ab-ec572dec9926,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000362,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0125,,,,,,,,,,,,,,
"Liquefied petroleum gas, combusted in industrial boiler","Liquefied petroleum gas, combusted in industrial boiler",FALSE,f77da622-e84d-3639-8917-fcf792aaee13,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,-2.51E-07,-4.84E-07,-3.06E-08,-5.92E-08,-5.62E-08,,,,,,,,,,,,,,,,,,,,,,
Maleic Anhydride,Maleic Anhydride,FALSE,97b1611d-3ca0-452f-b803-9eb858cf9257,FALSE,,REMADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706.5,,,-0.00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASC,multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASC (system expansion),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multilayer film production,multilayer film,FALSE,6d8875f3-a1e7-4b6b-844d-4bd72fd26844,FALSE,,REMADE,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, Barnett Shale, kg","Natural gas, at extraction, Barnett Shale, kg",FALSE,43ab3de2-e1a2-4e1a-9613-68e9cbd7aab5,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, coal bed methane, kg","Natural gas, at extraction, coal bed methane, kg",FALSE,1d674722-7562-4360-8677-93bf36a9a57a,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,-0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, conventional offshore, kg","Natural gas, at extraction, conventional offshore, kg",FALSE,fdfa1dbf-3593-45ff-b0dc-6b3f9d8fa4bd,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, conventional onshore associated, kg","Natural gas, at extraction, conventional onshore associated, kg",FALSE,4398eda3-a9ac-444b-bc90-0e042335fa2f,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,-0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, conventional onshore, kg","Natural gas, at extraction, conventional onshore, kg",FALSE,f1deade7-12b4-45c8-a00f-946a33de6d2c,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, Marcellus Shale, kg","Natural gas, at extraction, Marcellus Shale, kg",FALSE,c3550488-240f-4674-883a-ccf7dbf0ecf3,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, production mixture, to consumer, kg","Natural gas, at extraction, composite, kg",FALSE,c1618370-1fc6-45fc-a2cc-2458bc9ddf6a,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at processing, conventional, kg","Natural gas, at processing, conventional, kg",FALSE,7445d544-fd68-4cb8-9f75-00428a6b4c98,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001793,,,,,,-650,,,,,,,,,,,1,-0.51,,,,,,,,,,,,,,,,-1.216,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at processing, production mixture, to consumer, kg","Natural gas, at processing, composite, kg",FALSE,1a30ee75-215c-47ab-8927-8d15cdf63407,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.05,,,-0.018181818,,,,,,,,,,,,,,,,,,,,1,,,,,,-1,-1,,,,,,,,,,,0.0027,,,,,,,,,,,,,,,,,,,
"Natural gas, at processing, shale, kg","Natural gas, at processing, shale, kg",FALSE,5fad297f-057e-468c-8ae1-bd4ef37514f3,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial boiler","Natural gas, combusted in industrial boiler",FALSE,bb1dc159-fe13-3f8e-8197-361e8c770ba3,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,-0.03939768,-0.000162,,,-0.0328,-0.032773193,,,,,,,,-0.1875,,,,,,,,,-0.1242,0.052,-184,,,-0.0703,,,,-0.000251,,,,,,,,,,,,,,-0.000680109,,-0.000680109,1,,,,,,,,,-0.002430414,-0.004679768,-0.000295471,-0.000572058,-0.000543177,,-0.02,-0.034,0.059,,,,-5.66E-06,,,,,,,,,,,,,,
"Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene","Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene",FALSE,f179160d-d402-3e37-8d65-93d09f309b99,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-0.113,,,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas","Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas",FALSE,ea080df3-3823-3f40-89ed-1a45b561230e,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,-0.096399619,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial equipment","Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",FALSE,9dfc02c2-db7e-3c19-b120-165cab1a22c5,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012137833,,,,
"Natural gas, processed, for energy use, at plant","Natural gas, production mixture, to energy use",FALSE,1a34bf95-f897-4af9-b70c-368fce9e41d6,FALSE,,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,-4,-0.0221,,,,,,,,,,,,,,,,,,,-0.21981577,,,,,,,,,,-0.00441,-0.00441,,,,,,,,,,,,,,,,,,-0.736919676,-0.736919676,-0.736919676,-0.736919676,1,,,,,,,,,,,,,-0.16,,-0.10382,,,,,,,,,,,,,,,,
"Natural gas, processed, for material use, at plant","Natural gas, production mixture, to material use",FALSE,c837f7c6-1f8d-4f62-ade8-4f2a73b41b1a,FALSE,,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.91,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,-0.87,,-0.584240807,,,,,,,,,,,,,,,,
"Oxygen, liquid, at plant","Oxygen, liquid, at plant",FALSE,055e3f80-da33-3f27-be5f-8d0c59872b9a,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refined, for energy use, at plant","Petroleum refined, to energy use, at refinery",FALSE,b022d34e-2838-4494-8a84-9b6aa57e575a,FALSE,,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,-0.016,,,,,,,,,,,,,,,,,,,,,,,-0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-0.027,,-0.07518,,,,,,,,,,,,,,,,
"Petroleum refined, for material use, at plant","Petroleum refined, to material use, at refinery",FALSE,3671e08b-0f5d-423e-9805-3cbd3f7b909a,FALSE,,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,-0.667,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-0.14,,-0.418614528,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Diesel, at refinery",FALSE,d939590b-a0d7-310c-8952-9921ed64a078,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,-0.001,-0.001,,,,,,,,,-0.00033261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000252345,,,,,,,,,,,,,,,,-9.59E-06,,,-0.000027224,-4.93E-06,,,,-0.000006482,,
"Petroleum refining, at refinery","Gasoline, at refinery",FALSE,0e44e579-abb0-3c77-af64-c774d65be529,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000570087,,,,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Liquefied petroleum gas, at refinery",FALSE,813325ee-9eb4-3825-9280-bee7b1a2e9a8,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,4.91E-05,,,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Petroleum refining coproduct, at refinery",FALSE,5f96ad43-abab-3b62-bcf8-c71f9d6c7881,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,0.051453679,,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Residual fuel oil, at refinery",FALSE,f7c00d19-9601-373a-ba23-593e251b4dee,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00026339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18E-05,,,,,,,-0.001,,,,,,-8.82E-06,,,,-4.93E-06,,,,,
POLYAMIDE 6 (Nylon 6) ,POLYAMIDE 6 (Nylon 6)  (at plant),FALSE,503fd2cb-e11f-4e86-ac04-6956a786f3a3,FALSE,,REMADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.289,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.247,1,,,,,,,,,,,,
"Polyethylene, linear low-density, LLDPE, virgin resin, at plant","Polyethylene, linear low-density, LLDPE, virgin resin, at plant",FALSE,1ca3b8d5-a002-41c1-bdce-8db63ea6291e,FALSE,RNA,31-33: Manufacturing,"3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.821,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0.703,1,,,,,,,,,,,,
"Polypropylene, PP, virgin resin, at plant","Polypropylene, PP, virgin resin, at plant",FALSE,d0477b6a-115f-350d-bbb4-7f62243e3476,FALSE,RNA,31-33: Manufacturing,"3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",,,,,,,,-1,,,,,,0.95,0.6365,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"Propylene, materials production, organic compound, at plant, kg","Propylene, at plant",FALSE,e86e8b04-8e64-3a17-95c3-04c07229f0ac,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.014,1,,,,,,,,,,,,,,,,,,
pyrolysis,multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,
"Pyrolysis gasoline, at plant","Pyrolysis gasoline, at plant",FALSE,f3d6e4c6-0323-3d9f-a843-b741d2a9b982,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,-0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"Residual fuel oil, combusted in industrial boiler","Residual fuel oil, combusted in industrial boiler",FALSE,654a5cf6-185f-3d91-89ef-42442d1825e8,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,-3.23E-05,-0.00000087,,,-0.000000835,-7.98E-07,,,,,,,,,,,,,,,,,,0.0000031,-0.000111,,,,,,,-0.00000145,,,,,,,,,,,,,,,,,,,,,,,,,,-5.96E-06,-1.15E-05,-7.24E-07,-1.40E-06,-1.33E-06,,,,0.0000028,,,0.001,-4.77E-07,,,,,,,,,,,,,,
"Steam, purchased by containerboard mills","Steam, purchased by containerboard mills",FALSE,caca451d-e5df-4bf4-91f8-2c4be75af6dc,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
STRAP,multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,
STRAP (system expansion),multilayer film,FALSE,11c67dac-0b39-450a-a084-264e8be17fb8,FALSE,,REMADE,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,
"Transport, barge, average fuel mix","Transport, barge, average fuel mix",FALSE,4069483a-8d94-3b6b-81be-5f0a249b74f4,FALSE,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,,,,-0.12662,,,,,-0.028425,-0.028425,,,,,,,,-0.055949,-0.0094543,,,,-0.0074867,,-0.083,,-0.028425,,,,,,,,-0.028425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.079,,,-0.028425,,,,1,,,,,,,,,,,
"Transport, barge, diesel powered","Transport, barge, diesel powered",FALSE,a1242640-8306-366c-9c55-6dfd23e77bd7,FALSE,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,,-0.03745313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.30E-05,-0.000121397,-7.66E-06,-1.48E-05,-1.41E-05,,-0.0017,,,,-0.027077819,,,,,-0.22,1,,,,,,,,,,
"Transport, barge, residual fuel oil powered","Transport, barge, residual fuel oil powered",FALSE,c2cc68fe-1754-3468-a973-51c2f5c82fcd,FALSE,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,,-0.124531658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00020963,-0.000403644,-2.55E-05,-4.93E-05,-4.69E-05,,,,,,-0.09003375,,,,,-0.78,,1,,,,,,,,,
"Transport, combination truck, average fuel mix","Transport, combination truck, average fuel mix",FALSE,2afb4e2f-b224-3900-956f-03e3f27b276b,FALSE,RNA,48-49: Transportation and Warehousing,4841: General Freight Trucking,,,,,,,,,,,,-0.0052453,-0.0052453,,,,,,,,,-0.0017446,-0.0086088,-0.05921,,-0.0013815,,,,-0.0052453,,,,,,,-0.011008,-0.0052453,,,,,,,,,,,,,,,-0.1985,-0.1985,-0.1985,-0.1985,,,,,,,,,,,,,,,,,-0.0052453,,,,,,,1,,,,,,,,
"Transport, combination truck, diesel powered","Transport, combination truck, diesel powered",FALSE,628c07ec-0802-39c1-ab88-1c62848ef436,FALSE,RNA,48-49: Transportation and Warehousing,4841: General Freight Trucking,,,-0.264,,-0.030001147,,-0.0067592,,,,,,,,,,,,,,-0.0029866,,,,,,,,-27.9,,,-0.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032756866,,,,,,,,-1,1,,,,,,,
"Transport, ocean freighter, diesel powered","Transport, ocean freighter, diesel powered",FALSE,6c65fc34-c25e-3eb4-bc92-15bbfc457725,FALSE,US,48-49: Transportation and Warehousing,"4831: Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.107185137,-0.206385276,-0.013030734,-0.025228677,-0.023954996,,,,,,,,,,,,,,,,1,,,,,,
"Transport, ocean freighter, residual fuel oil powered","Transport, ocean freighter, residual fuel oil powered",FALSE,735f1d86-f99a-3ffa-adae-176c545744ab,FALSE,US,48-49: Transportation and Warehousing,"4831: Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.964666236,-1.857467483,-0.117276608,-0.227058095,-0.215594968,,,,,,,,,,,,,,,,,1,,,,,
"Transport, pipeline, natural gas","Transport, pipeline, natural gas",FALSE,057a281a-908b-3adf-8f51-ed79fe5c5a9b,FALSE,RNA,48-49: Transportation and Warehousing,4862: Pipeline Transportation of Natural Gas,,,,,,,,,,,,,,,,,,,,,,,,-0.35372,,,,-0.826,,,,-0.0468,,,,,,-0.041307,,,,,,,,,,,,-0.000421648,,-0.000421648,-1.186,-1.186,-1.186,-1.186,,,,,,,,,,,,-0.011,-0.038,-0.868,,-1.106667296,,,,,,,,,,,,1,,,,
"Transport, pipeline, unspecified petroleum products","Transport, pipeline, unspecified petroleum products",FALSE,acbe5bc4-6afd-31aa-bf3f-4a3fdc491945,FALSE,RNA,48-49: Transportation and Warehousing,4869: Other Pipeline Transportation,,,,,-0.237245342,,,,,,,-0.041307,-0.041307,,,,,,,,,-0.013739,,,,,-0.034,-0.002,,-0.041307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.142694914,-0.274759448,-0.017347736,-0.033586783,-0.031891139,,,,-0.002,,-0.170235601,,,,,,,,,,,,,1,,,
"Transport, train, diesel powered","Transport, train, diesel powered",FALSE,73c7494d-4e93-3769-896b-8bb82f0dfccc,FALSE,RNA,48-49: Transportation and Warehousing,4821: Rail Transportation,,,,,-0.151283163,,-1.043,,,,,-0.0033554,-0.0033554,,,,,,,,-0.46079,-0.001116,-0.0008055,-0.0035372,,-0.00088378,,,,-0.0033554,,-0.00819,,,,,-0.00103,-0.0033554,,,,,,,,,,,,,,,-0.011858,-0.011858,-0.011858,-0.011858,,,,,,,,,,,,-0.085,,,,-0.024898101,-0.0033554,,,,,,,,,,,,,1,,
"Wood fuel, unspecified","Wood fuel, unspecified",FALSE,ba4fbc4f-a9ab-387c-8bdd-9308dc19f404,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1
"Wood waste, unspecified, combusted in industrial boiler","Wood waste, unspecified, combusted in industrial boiler",FALSE,1a76ed77-b97d-3070-85b7-b1f41906cece,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00108,,,,,,,,,,,,,,1
