919666cc-3aa4-3706-b883-2d25484d4532,emission,water,Benzoic acid,,kg,,,,,,0.00000361,2.246E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0616d3c-8ad2-364a-aaae-42f0651f32e8,emission,air,Benzyl chloride,,kg,,,,,0.00000035,,,,,,,,,,,,,,,,,,,,0.00000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0346d063-4db1-3f52-a695-892c4c98d443,emission,air,Beryllium,,kg,,,,,7.7597E-09,,,4.986E-08,,,,,4.6395E-09,1.108E-09,8.2116E-09,5.7337E-11,,8.7739E-10,,,,,,,7.7597E-09,,,,,,,,,,,,,,1.9222E-10,1.9222E-10,1.9222E-10,,,,,,,,,,,,,,3.3312E-09,,,,,,,,,,,,,9.9E-09
c00fa432-1dcc-3bf3-870f-4043c05cc887,emission,water,Beryllium,,kg,,,,,,5.52E-08,2.87E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869b1948-3e39-3b70-a244-f4f543cbf690,saline water body,ocean,Bicarbonate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27b840cc-1f41-3943-8ea8-6d68b44b7f81,emission,water,Biological Oxygen Demand,,kg,,,0.000467253,,,0.000619,0.0000253,,,,,,,,,,,,0.0000039,,,,,,,,,,,,0.000985,,,,,,,,,,,,,,,,7.42484E-06,1.42965E-05,9.02654E-07,1.74762E-06,1.65939E-06,,0.0000026,3.4867E-07,,,,,,,,,,,,,,0.0175
3889aaab-df67-4574-89cd-75ca586cdf1f,Resource,biotic,Biomass,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014,,,,,,,,,,,,,,,,
52e6476c-bc9d-3aa2-bfb8-6597393b87d1,emission,air,Biphenyl,,kg,,,,,8.5E-10,,,,,,,,3.7558E-10,,6.6475E-10,,,,,,,,,,8.5E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,
1e9fb400-240f-31cf-8074-00580c0207a3,emission,water,Biphenyl,,kg,,,,,,1.13E-08,2.78E-09,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91955aba-6ebc-4413-9342-f0298860b4aa,Emission to water,unspecified,"BOD5, Biological Oxygen Demand",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00056,,,,,,,,,,,,,,,,
57152560-592a-383f-89b1-a77d7d432ad8,emission,water,Boron,,kg,,,,,,0.0000112,6.913E-07,,,,,,,,,,,,,,,,,,,,,,,,,0.0000019,0.0000019,,,,,,,,,,,,,,,,,,,0.00062,,,,,,,,,,,,,,,,
7d2d94b8-a7a3-3670-b74d-1fc75b7ed55e,emission,water,Bromide,,kg,,,,,,0.000762,0.00003113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5a296be-7219-3921-a430-cff172ac7911,emission,air,Cadmium,,kg,,,,,4.4278E-08,,,4.986E-08,,,,,1.1267E-08,1.5862E-08,1.9942E-08,5.2559E-09,,1.2561E-08,,,,,,,4.4278E-08,,,,,,,,,,,,,,1.762E-08,1.762E-08,1.762E-08,,,,,,,,,,,,,,4.7691E-08,,,,,,,,,,,,,3.69E-08
c3ff0a51-912f-3024-ad17-f52074cfd989,emission,water,Cadmium(II),,kg,,,,,,0.000000145,7.107E-09,,,,,,,,,,,,,0.00189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408dd06-70db-3ce6-b304-c391983fd003,emission,water,Calcium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000203,0.000616,,,,0.000203,,,,,,,,,,,,,,,,,,0.000048,,,,,,,,,,,,,,,,
b2466693-6cf5-3100-be3c-8fbc5d971d8f,ground,subterranean,Calcium sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000009,,,,,,,,,,,,,,,,
00be59d0-ecd7-35ff-86e6-9bd2a790f0c6,emission,water,Calcium(II),,kg,,,,,,0.0114,0.0005012,,,,,,,,,,,,,0.0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6f010fb-a764-3063-af2d-bcb8309a97b7,emission,air,Carbon dioxide,,kg,,,0.04521,,2.634,,0.0011,2.727,2.701,,,,0.99407,0.97897,1.088,0.58466,,0.80464,0.64,29.4,2.085,8,,,2.3,1.724,,,0.0863,0.112,0.105,0.112,0.112,0.0863,,0.09468,,0.1,1.96,4.568453132,6.856873586,1.962,,,,,5.50071E-05,0.000105916,6.68734E-06,1.29473E-05,1.22936E-05,,0.011,,3.262,,,0.028149,0.028712,,0.079876,0.014395,0.01598,0.000138469,,0.018949,,1.755
643975a8-03da-44bb-873f-4fe8e7740fe6,Emission to air,high population density,Carbon dioxide,,kg,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,5664,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,
5fe16b97-3332-38eb-8030-b62db19473eb,emission,air,Carbon disulfide,,kg,,,,,0.000000065,,,,,,,,,,,,,,,,,,,,0.000000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187c525c-3715-388c-b303-a0671524a615,emission,air,Carbon monoxide,,kg,,,0.00001,,0.0028911,,,0.00060031,0.014029,,,,0.0001097,0.00021551,0.000097757,0.00040141,,0.00015766,0.00026,0.466,0.13535,0.0069,,,0.00040495,0.00044339,,,0.000222,0.000296,0.0000246,0.000281,0.000281,0.000222,,0.00009342,,0.00009692,0.0013457,0.00039,0.003008311,0.00024557,,,,,9.28261E-05,0.000178737,1.12851E-05,2.18489E-05,2.07459E-05,,0.000061,0.000001,0.00063922,,,0.000035254,0.000034965,,0.00012696,0.000039652,0.000042797,,,0.00004912,,0.0054
620bc2f6-cf71-4dde-bba9-c6e8fdec5e23,Emission to air,high population density,Carbon monoxide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056,,,,,,,,,,,,,,,,
3fb21335-87be-3726-b31a-8fc9e98ad9cc,troposphere,rural,Carbon monoxide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,
f7467352-e7d9-3924-b763-f26bb26ce4cc,emission,air,Carbon tetrachloride,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98078E-10,5.73951E-10,3.62381E-11,7.01601E-11,6.66181E-11,,,,,,,,,,,,,,,,,0.000000405
6cf31d03-c6c7-4a8f-9abb-31e89c7d1804,Emission to air,high population density,"Carbon, organic bound",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039,,,,,,,,,,,,,,,,
721121c7-a4c7-3fc1-bbc4-7fbaecc2fbe2,emission,water,Carbonate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00012,,,,,,,,,,,,,,,,
c70f1e1d-017a-3aa4-9614-fa723adbf49d,emission,air,CFC-13,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76926E-09,9.18321E-09,5.79809E-10,1.12256E-09,1.06589E-09,,,,,,,,,,,,,,,,,
924cc8cf-ddf6-3b1a-9fbe-489c095c1f01,emission,water,Chemical Oxygen Demand,,kg,,,0.00108124,,,0.00102,0.0000418,,,,,,,,,,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09548E-05,9.81136E-05,6.19468E-06,1.19935E-05,1.1388E-05,,0.00000074,0.00001,,,,,,,,,,,,,,
f25fdf2c-716f-3a3d-a3f8-86d94ab82d89,Waste,unspecified,"Chemical waste, inert",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026,,,,,,,,,,,,,,,,
36d26020-74dd-3bf9-9ef6-55da78d1e430,Waste,unspecified,"Chemical waste, regulated",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,
3811e08a-d742-32a5-b2a2-6508ef1417ff,Waste,unspecified,"Chemical waste, unspecified",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011,,,,,,,,,,,,,,,,
fa84fbb8-4be1-37f3-ac91-db650ab1511b,emission,water,Chlorate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000015,,,,,,,,,,,,,,,,
b415204e-1506-3fc6-8e4b-97f8e64403b8,emission,water,Chloride,,kg,,,,,,0.128,0.006074,7.1124E-09,,,,,,2.3656E-09,,,,2.0981E-09,,0.797,,,,,,,,,0.00205,0.0124,,0.000375,0.000375,0.00205,,,,,,,,,,,,,,,,,,0.0027,,,8.5811E-09,,,,,,,,,,,,,
c4da1480-4f19-3d01-8f04-8432c38991b1,emission,air,Chlorine,,kg,,,0.0000001,,,,,,,,,,,,,,,,0.00000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000001,0.0000001,,,,,,,,,,,,,,0.00000711
0fe64d97-61d5-3366-9778-8c39d00edd73,emission,air,Chlorobenzene,,kg,,,,,0.000000011,,,,,,,,,,,,,,,,,,,,0.000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a48770cd-a7a2-3e86-9e1b-083d68ba4351,emission,air,Chloroethane,,kg,,,,,0.000000021,,,,,,,,,,,,,,,,,,,,0.000000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fc17701-9417-3281-b9a3-d7ab3ecc1c57,emission,air,Chloroform,,kg,,,,,2.95E-08,,,,,,,,,,,,,,,,,,,,2.95E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e771661-38c3-332b-b4cb-8e2421b045ce,emission,air,Chloromethane,,kg,,,,,0.000000265,,,,,,,,,,,,,,,,,,,,0.000000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57facb29-666b-34eb-96a3-670f6d995798,emission,water,Chloromethane,,kg,,,,,,1.43E-10,1.833E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98bd36e1-fbe4-32ee-ba78-3b6726917c9b,emission,air,Chromium,,kg,,,,,9.9038E-08,,,4.986E-08,,,,,5.7441E-08,3.3677E-08,1.0167E-07,6.6894E-09,,2.6669E-08,,,,,,,9.9038E-08,,,,,,,,,,,,,,2.2426E-08,2.2426E-08,2.2426E-08,,,,,,1.4782E-10,2.84628E-10,1.79708E-11,3.47931E-11,3.30366E-11,,,,1.0125E-07,,,,,,,,,,,,,0.000000189
8a7ef355-2f16-3368-afc8-cf40ed441619,emission,water,Chromium,,kg,,,,,,0.0000085,5.616E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66491E-10,1.28333E-09,8.10268E-11,1.56875E-10,1.48955E-10,,0.000000001,,,,,,,,,,,,,,,
ac249128-5489-3eb8-bfb8-61c0b93d2e07,emission,air,Chromium(VI),,kg,,,,,3.95E-08,,,,,,,,1.7453E-08,,3.0891E-08,,,,,,,,,,3.95E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993fb955-f686-37f7-96e1-22b8c2a35ced,emission,air,Chrysene,,kg,,,,,5E-11,,,,,,,,2.2093E-11,,3.9103E-11,,,,,,,,,,5E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f278e215-32a3-42a7-85c2-3d6ccad89b83,Resource,biotic,"Clay, bentonite",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000094,,,,,,,,,,,,,,,,
e1529a04-8d05-3502-a65d-4c810ceeaa53,ground,subterranean,"Coal, bituminous",,MJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008448,
e344d353-61b8-3be6-a2a5-fd5ee93d8a89,Resource,ground,"Coal, bituminous",,MJ,,,,-27.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de2f54e4-dbbe-3850-a341-c6d921dbfdec,Resource,ground,"Coal, lignite",,MJ,,,,,,,,,,,,,,,,,,,,,,,,-14.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0d81f05-0407-3fc9-9f11-e2d22a6edebd,emission,air,Cobalt,,kg,,,,,0.00000005,,,,,,,,2.2093E-08,2.3993E-07,3.9103E-08,4.0136E-10,,0.00000019,,,,,,,0.00000005,,,,,,,,,,,,,,1.3456E-09,1.3456E-09,1.3456E-09,,,,,,,,,,,,,,7.2136E-07,,,,,,,,,,,,,5.85E-08
7cbf7556-2b17-3cc2-97cf-5c9e24e50d65,emission,water,Cobalt,,kg,,,,,,7.88E-08,4.904E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961ccd56-2eee-4f57-bb18-fc4362b49000,Emission to water,unspecified,"COD, Chemical Oxygen Demand",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036,,,,,,,,,,,,,,,,
1531f168-fb3e-3f1c-a86b-b77cf607b4da,Waste,unspecified,Construction waste,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000031,,,,,,,,,,,,,,,,
b15117ec-3b8e-35de-bef2-00aec1b9636e,emission,air,Copper,,kg,,,,,,,,9.972E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965958b3-8368-3395-a55d-f6f819e40587,emission,water,Copper,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000005,,,,,,,,,,,,,,,,
230bcc03-ec64-394a-bdda-e93b3cd765d4,ground,subterranean,Copper,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000002,,,,,,,,,,,,,,,,
a58df7ff-b222-34c4-8fc0-2dddf59c933d,emission,water,Copper(I),,kg,,,,,,0.00000102,6.165E-08,3.5562E-08,,,,,,1.1828E-08,,,,1.0491E-08,,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2906E-08,,,,,,,,,,,,,
dce9617d-7a15-32be-adcb-f01854016ebc,emission,water,Cresol,,kg,,,,,,,,,,,,,,,,,,,0.00000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ed0590b-2e71-385e-86bb-3d2ea0505734,water,subterranean,Crude oil,,MJ,,,,,,-23.98081535,-45.2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59892,
8f6e0975-9a80-3709-8ee7-1e4c0a9c9e1c,emission,air,Cumene,,kg,,,,,2.65E-09,,,,,,,,,,,,,,,,,,,,2.65E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37037bee-9867-3769-999c-c4d891b9975b,emission,air,Cyanide,,kg,,,,,0.00000125,,,,,,,,,,,,,,,,,,,,0.00000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b66fd84-6bf2-3a57-bd4c-f779d71fee69,emission,water,Cyanide,,kg,,,,,,2.57E-10,3.286E-12,,,,,,,,,,,,0.000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000001,,,,,,,,,,,,,,,
12b39b80-c5cb-3410-9968-c6e41304f7d0,emission,air,Cyclohexane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,
ad141e8f-c6d9-4404-b276-6857aadcd79f,CUTOFF Flows,ecoinvent 3.2,"Cyclohexane, production",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00025,,,,,,,,,,,,,,,
b7333c73-5e11-36c0-9e18-651c5655c163,emission,air,Decane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,,,,,,,,,,,,,,
0c8c9877-5938-36dd-910b-48daed6913e1,emission,water,Decane,,kg,,,,,,0.000000104,6.388E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a69da78-6892-3a5a-996d-2764daa377f3,emission,water,"Detergent, oil",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000022,,,,,,,,,,,,,,,,
8260ccad-b692-3ae8-babd-fcd7f626ca49,emission,water,"Detergents, oil",,kg,,,,,,0.00000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600a034-449c-3066-9960-6a13903c310d,emission,air,Di(2-ethylhexyl) phthalate,,kg,,,,,3.65E-08,,,,,,,,,,,,,,,,,,,,3.65E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748d8b2-558f-343d-93d5-2d8a7ed2f500,emission,water,"Dibenz[a,j]acridine",,kg,,,,,,,,,,,,,,,,,,,0.000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3d33ea6-76e3-37fc-b15e-1120f4128b10,emission,water,Dibenzofuran,,kg,,,,,,6.76E-10,8.658E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2661705-4693-3796-b582-f598499b4157,emission,water,Dibenzothiophene,,kg,,,,,,5.829E-10,7.01496E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48f34f79-a52a-3692-9931-5b7b678fd1f5,emission,water,Dimethyl phthalate,,kg,,,,,,,,,,,,,,,,,,,0.0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bbebaed-96df-3384-8338-4316f2d429a1,troposphere,rural,Dimethyl sulfate,,kg,,,,,0.000000024,,,,,,,,,,,,,,,,,,,,0.000000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,Emission to air,high population density,Dinitrogen monoxide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,,,,,,,,,,,,,,,,
a097bf04-8dd1-34dc-b5ef-3e7e18dd07e0,Technosphere Flows,CUTOFF Flows,"Disposal, ash and flue gas desulfurization sludge, to unspecified reuse",,kg,,,,,-0.079,,,,,,,,-0.014139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a98db096-441e-4783-900f-b6693ecde0c9,Technosphere Flows,CUTOFF Flows,"Disposal, hazardous waste, to incineration with energy recovery",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6E-09,,,,,,,,,,,,,,,
ac003090-67b7-4364-b690-807d12019627,Technosphere Flows,CUTOFF Flows,"Disposal, hazardous waste, to incineration without energy recovery",,kg,,,,,,,,,,,,,,,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013,,,,,,,,,,,,,,,
42929598-5cd9-4fac-a79d-fd0ab85a4176,Technosphere Flows,CUTOFF Flows,"Disposal, hazardous waste, to unspecified hazardous waste landfill",,kg,,,,,,,,,,,,,,,,,,,0.0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000066,,,,,,,,,,,,,,,
51b388e1-32b9-33e7-857d-6543bc69f12c,Technosphere Flows,CUTOFF Flows,"Disposal, lignite coal combustion byproducts, to unspecified reuse",,kg,,,,,,,,,,,,,,,-0.022514,,,,,,,,,,-0.0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df2b3c59-4923-41b4-ac38-967884123025,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, process, to sanitary landfill",,kg,,,,,,,,,,,,,,,,,,,0.00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034,,,,,,,,,,,,,,,
b2e4bf62-46b0-4a88-8853-86694d26244d,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, to incineration with energy recovery",,kg,,,,,,,,,,,,,,,,,,,0.00000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4E-10,,,,,,,,,,,,,,,
c3a414cf-44c3-409b-8481-7c0fafdb225c,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, to incineration without energy recovery",,kg,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000042,,,,,,,,,,,,,,,
f2960e88-4ca9-4f6c-9813-71e66edc37b7,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, unspecified",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee9ac558-402f-3594-a3e3-0ee7dec4440d,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, unspecified, to municipal incineration",,kg,,,-0.000050949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006885335,,,,,,,,,,,,,,
838cef47-a3a6-3dce-bcb2-560991c5e95c,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, unspecified, to sanitary landfill",,kg,,,-0.000425263,,,-0.0261,-0.026145465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001226201,-0.002361054,-0.000149072,-0.000288617,-0.000274046,,,-0.000360541,,,,,,,,,,,,,,
627f237d-8d6e-3257-b539-0637dacdf768,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, unspecified, to underground deposit",,kg,,,,-0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3c58b7e-6561-36c7-a537-b10b1f2a5e39,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, unspecified, to unspecified treatment",,kg,,,,,-0.06208,,,,,,,,-0.043755,,-0.1426,,,-0.0003377,,,,,,,-0.061585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0012702,,,,,,,,,,,,-0.003,-0.0882
5d2b8abb-4d07-3515-b955-46a086e599f6,Technosphere Flows,CUTOFF Flows,"Disposal, solid waste, unspecified, to waste-to-energy",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.71149E-06,,,,,,,,,,,,,,
0950274b-38ce-3248-8f61-2dba9026bf8f,emission,water,Dissolved Organic Carbon,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,
79cd1bbd-1202-426a-bd11-0e81c37166a9,Emission to water,unspecified,Dissolved organic matter,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,,,
71ab2307-5ca5-4b22-9f13-3bac704c5e0c,Emission to water,fresh water,Dissolved solids,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00094,,,,,,,,,,,,,,,,
346f49b9-598c-3f47-96c8-b47ccdb5a01f,emission,water,Docosane,,kg,,,,,,3.8E-09,4.873E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4acda2b2-105c-30e7-bb18-31ffb1a63c5c,emission,air,Dodecane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000001,,,,,,,,,,,,,,,
637c2a11-389c-3555-a5be-62d3823dbd2a,emission,water,Dodecane,,kg,,,,,,0.000000197,1.211E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b06ec7f-4aae-4b05-b83f-31dc0a3034ec,Resource,biotic,Dolomite,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000021,,,,,,,,,,,,,,,,
c22b0e5b-731c-47fb-8003-effcec85f5e9,Emission to air,unspecified,"Dust, unspecified",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00017,,,,,,,,,,,,,,,,
c69ad153-4e30-39ac-92e0-ded6825e8ec8,emission,water,Eicosane,,kg,,,,,,5.41E-08,3.317E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ca9c802-e837-30d6-a921-3bc7ea7d8448,Technosphere Flows,CUTOFF Flows,"Electricity, at wind power plant, unspecified",,MJ,,,,,,,,,,,-0.0023796,-0.0623628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f11b3fc-4396-3cb0-b1c6-4016a7c31533,Technosphere Flows,CUTOFF Flows,"Electricity, biomass, gas, landfill, at power plant",,MJ,,,,,,,,,,,-0.0022896,-0.0064872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50a39fc4-b698-37e8-b8f9-0142a6ef76ce,Technosphere Flows,CUTOFF Flows,"Electricity, biomass, solid, agriculture by-products, at power plant",,MJ,,,,,,,,,,,-0.020304,-0.0257148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29ae9fce-0435-3a0a-bedc-1ee78b6b4b3e,Technosphere Flows,CUTOFF Flows,"Electricity, biomass,liquid, unspecified, at power plant",,MJ,,,,,,,,,,,-0.0336456,-0.0153252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4229062-5210-3132-a1a2-a946454ffaf2,Technosphere Flows,CUTOFF Flows,"Electricity, geothermal, unspecified",,MJ,,,,,,,,,,,,-0.0132372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
